snapshot_date,sku_id,warehouse_id,opening_stock,units_received,units_sold,closing_stock,days_of_inventory,stockout_flag,reorder_triggered
2023-11-19,SKU049,WH-DEL,672,0,9,663,515.7,0,0
2023-11-19,SKU049,WH-BLR,1311,0,7,1304,1304.0,0,0
2023-11-19,SKU050,WH-MUM,1280,0,3,1277,2979.7,0,0
2023-11-19,SKU050,WH-DEL,4971,0,10,4961,3472.7,0,0
2023-11-19,SKU050,WH-BLR,1578,0,9,1569,1220.3,0,0
2023-11-26,SKU001,WH-MUM,1084,0,242,842,24.4,0,0
2023-11-26,SKU001,WH-DEL,351,1350,271,1430,36.9,0,1
2023-11-26,SKU001,WH-BLR,490,0,112,378,23.6,0,0
2023-11-26,SKU002,WH-MUM,1476,0,258,1218,33.0,0,0
2023-11-26,SKU002,WH-DEL,420,0,237,183,5.4,0,0
2023-11-26,SKU002,WH-BLR,171,1445,99,1517,107.3,0,1
2023-11-26,SKU003,WH-MUM,1814,0,161,1653,71.9,0,0
2023-11-26,SKU003,WH-DEL,477,1434,161,1750,76.1,0,1
2023-11-26,SKU003,WH-BLR,1028,0,157,871,38.8,0,0
2023-11-26,SKU004,WH-MUM,1288,0,236,1052,31.2,0,0
2023-11-26,SKU004,WH-DEL,2408,0,237,2171,64.1,0,0
2023-11-26,SKU004,WH-BLR,3647,0,158,3489,154.6,0,0
2023-11-26,SKU005,WH-MUM,2829,0,153,2676,122.4,0,0
2023-11-26,SKU005,WH-DEL,3307,0,104,3203,215.6,0,0
2023-11-26,SKU005,WH-BLR,1809,0,116,1693,102.2,0,0
2023-11-26,SKU006,WH-MUM,460,0,285,175,4.3,0,0
2023-11-26,SKU006,WH-DEL,1617,0,176,1441,57.3,0,0
2023-11-26,SKU006,WH-BLR,903,0,130,773,41.6,0,0
2023-11-26,SKU007,WH-MUM,421,2208,235,2394,71.3,0,1
2023-11-26,SKU007,WH-DEL,1515,0,180,1335,51.9,0,0
2023-11-26,SKU007,WH-BLR,1142,0,119,1023,60.2,0,0
2023-11-26,SKU008,WH-MUM,346,0,153,193,8.8,0,0
2023-11-26,SKU008,WH-DEL,414,0,215,199,6.5,0,0
2023-11-26,SKU008,WH-BLR,1434,0,188,1246,46.4,0,0
2023-11-26,SKU009,WH-MUM,3609,0,130,3479,187.3,0,0
2023-11-26,SKU009,WH-DEL,2148,0,174,1974,79.4,0,0
2023-11-26,SKU009,WH-BLR,2656,0,123,2533,144.2,0,0
2023-11-26,SKU010,WH-MUM,1596,0,129,1467,79.6,0,0
2023-11-26,SKU010,WH-DEL,2242,0,234,2008,60.1,0,0
2023-11-26,SKU010,WH-BLR,859,2631,132,3358,178.1,0,1
2023-11-26,SKU011,WH-MUM,1660,0,178,1482,58.3,0,0
2023-11-26,SKU011,WH-DEL,812,0,145,667,32.2,0,0
2023-11-26,SKU011,WH-BLR,989,0,62,927,104.7,0,0
2023-11-26,SKU012,WH-MUM,841,0,150,691,32.2,0,0
2023-11-26,SKU012,WH-DEL,726,0,137,589,30.1,0,0
2023-11-26,SKU012,WH-BLR,1140,0,86,1054,85.8,0,0
2023-11-26,SKU013,WH-MUM,1129,0,67,1062,111.0,0,0
2023-11-26,SKU013,WH-DEL,1786,0,93,1693,127.4,0,0
2023-11-26,SKU013,WH-BLR,1627,0,59,1568,186.0,0,0
2023-11-26,SKU014,WH-MUM,629,0,76,553,50.9,0,0
2023-11-26,SKU014,WH-DEL,381,0,96,285,20.8,0,0
2023-11-26,SKU014,WH-BLR,1333,0,77,1256,114.2,0,0
2023-11-26,SKU015,WH-MUM,2070,0,175,1895,75.8,0,0
2023-11-26,SKU015,WH-DEL,2483,0,85,2398,197.5,0,0
2023-11-26,SKU015,WH-BLR,1134,0,54,1080,140.0,0,0
2023-11-26,SKU016,WH-MUM,1128,0,71,1057,104.2,0,0
2023-11-26,SKU016,WH-DEL,1067,0,137,930,47.5,0,0
2023-11-26,SKU016,WH-BLR,509,0,104,405,27.3,0,0
2023-11-26,SKU017,WH-MUM,291,1664,148,1807,85.5,0,1
2023-11-26,SKU017,WH-DEL,1716,0,86,1630,132.7,0,0
2023-11-26,SKU017,WH-BLR,1980,0,68,1912,196.8,0,0
2023-11-26,SKU018,WH-MUM,1243,0,179,1064,41.6,0,0
2023-11-26,SKU018,WH-DEL,1894,0,89,1805,142.0,0,0
2023-11-26,SKU018,WH-BLR,1933,0,128,1805,98.7,0,0
2023-11-26,SKU019,WH-MUM,2187,0,131,2056,109.9,0,0
2023-11-26,SKU019,WH-DEL,3281,0,138,3143,159.4,0,0
2023-11-26,SKU019,WH-BLR,1469,0,65,1404,151.2,0,0
2023-11-26,SKU020,WH-MUM,988,0,207,781,26.4,0,0
2023-11-26,SKU020,WH-DEL,1805,0,174,1631,65.6,0,0
2023-11-26,SKU020,WH-BLR,2496,0,71,2425,239.1,0,0
2023-11-26,SKU021,WH-MUM,1585,0,123,1462,83.2,0,0
2023-11-26,SKU021,WH-DEL,1818,0,124,1694,95.6,0,0
2023-11-26,SKU021,WH-BLR,1719,0,129,1590,86.3,0,0
2023-11-26,SKU022,WH-MUM,2500,0,194,2306,83.2,0,0
2023-11-26,SKU022,WH-DEL,3112,0,167,2945,123.4,0,0
2023-11-26,SKU022,WH-BLR,1866,0,107,1759,115.1,0,0
2023-11-26,SKU023,WH-MUM,1381,0,137,1244,63.6,0,0
2023-11-26,SKU023,WH-DEL,1952,0,118,1834,108.8,0,0
2023-11-26,SKU023,WH-BLR,3159,0,119,3040,178.8,0,0
2023-11-26,SKU024,WH-MUM,969,0,151,818,37.9,0,0
2023-11-26,SKU024,WH-DEL,1162,0,93,1069,80.5,0,0
2023-11-26,SKU024,WH-BLR,1337,0,152,1185,54.6,0,0
2023-11-26,SKU025,WH-MUM,3405,0,109,3296,211.7,0,0
2023-11-26,SKU025,WH-DEL,636,2996,161,3471,150.9,0,1
2023-11-26,SKU025,WH-BLR,3158,0,140,3018,150.9,0,0
2023-11-26,SKU026,WH-MUM,2267,0,220,2047,65.1,0,0
2023-11-26,SKU026,WH-DEL,1844,0,113,1731,107.2,0,0
2023-11-26,SKU026,WH-BLR,1387,0,116,1271,76.7,0,0
2023-11-26,SKU027,WH-MUM,2498,0,276,2222,56.4,0,0
2023-11-26,SKU027,WH-DEL,3763,0,112,3651,228.2,0,0
2023-11-26,SKU027,WH-BLR,3844,0,137,3707,189.4,0,0
2023-11-26,SKU028,WH-MUM,396,0,107,289,18.9,0,0
2023-11-26,SKU028,WH-DEL,799,0,137,662,33.8,0,0
2023-11-26,SKU028,WH-BLR,942,0,188,754,28.1,0,0
2023-11-26,SKU029,WH-MUM,1129,0,200,929,32.5,0,0
2023-11-26,SKU029,WH-DEL,1204,0,165,1039,44.1,0,0
2023-11-26,SKU029,WH-BLR,1609,0,77,1532,139.3,0,0
2023-11-26,SKU030,WH-MUM,1806,0,260,1546,41.6,0,0
2023-11-26,SKU030,WH-DEL,1229,0,111,1118,70.5,0,0
2023-11-26,SKU030,WH-BLR,914,0,130,784,42.2,0,0
2023-11-26,SKU031,WH-MUM,1072,0,175,897,35.9,0,0
2023-11-26,SKU031,WH-DEL,1027,0,180,847,32.9,0,0
2023-11-26,SKU031,WH-BLR,2591,0,87,2504,201.5,0,0
2023-11-26,SKU032,WH-MUM,1056,0,192,864,31.5,0,0
2023-11-26,SKU032,WH-DEL,805,0,85,720,59.3,0,0
2023-11-26,SKU032,WH-BLR,978,0,85,893,73.5,0,0
2023-11-26,SKU033,WH-MUM,1935,0,263,1672,44.5,0,0
2023-11-26,SKU033,WH-DEL,2952,0,139,2813,141.7,0,0
2023-11-26,SKU033,WH-BLR,962,2952,66,3848,408.1,0,1
2023-11-26,SKU034,WH-MUM,534,0,107,427,27.9,0,0
2023-11-26,SKU034,WH-DEL,1009,0,151,858,39.8,0,0
2023-11-26,SKU034,WH-BLR,503,0,161,342,14.9,0,0
2023-11-26,SKU035,WH-MUM,3188,0,180,3008,117.0,0,0
2023-11-26,SKU035,WH-DEL,3732,0,80,3652,319.6,0,0
2023-11-26,SKU035,WH-BLR,4416,0,50,4366,611.2,0,0
2023-11-26,SKU036,WH-MUM,2214,0,136,2078,107.0,0,0
2023-11-26,SKU036,WH-DEL,3512,0,93,3419,257.3,0,0
2023-11-26,SKU036,WH-BLR,3604,0,59,3545,420.6,0,0
2023-11-26,SKU037,WH-MUM,525,0,123,402,22.9,0,0
2023-11-26,SKU037,WH-DEL,333,0,141,192,9.5,0,0
2023-11-26,SKU037,WH-BLR,176,663,112,727,45.4,0,1
2023-11-26,SKU038,WH-MUM,1119,0,177,942,37.3,0,0
2023-11-26,SKU038,WH-DEL,714,0,205,509,17.4,0,0
2023-11-26,SKU038,WH-BLR,906,0,59,847,100.5,0,0
2023-11-26,SKU039,WH-MUM,2163,0,95,2068,152.4,0,0
2023-11-26,SKU039,WH-DEL,1012,0,160,852,37.3,0,0
2023-11-26,SKU039,WH-BLR,2613,0,153,2460,112.5,0,0
2023-11-26,SKU040,WH-MUM,4933,0,194,4739,171.0,0,0
2023-11-26,SKU040,WH-DEL,1585,0,173,1412,57.1,0,0
2023-11-26,SKU040,WH-BLR,2591,0,82,2509,214.2,0,0
2023-11-26,SKU041,WH-MUM,629,0,7,622,622.0,0,0
2023-11-26,SKU041,WH-DEL,646,0,5,641,897.4,0,0
2023-11-26,SKU041,WH-BLR,873,0,8,865,756.9,0,0
2023-11-26,SKU042,WH-MUM,1473,0,8,1465,1281.9,0,0
2023-11-26,SKU042,WH-DEL,1503,0,11,1492,949.5,0,0
2023-11-26,SKU042,WH-BLR,1101,0,7,1094,1094.0,0,0
2023-11-26,SKU043,WH-MUM,2451,0,7,2444,2444.0,0,0
2023-11-26,SKU043,WH-DEL,1351,0,11,1340,852.7,0,0
2023-11-26,SKU043,WH-BLR,1692,0,3,1689,3941.0,0,0
2023-11-26,SKU044,WH-MUM,1439,0,11,1428,908.7,0,0
2023-11-26,SKU044,WH-DEL,805,0,9,796,619.1,0,0
2023-11-26,SKU044,WH-BLR,1535,0,2,1533,5365.5,0,0
2023-11-26,SKU045,WH-MUM,1226,0,2,1224,4284.0,0,0
2023-11-26,SKU045,WH-DEL,1654,0,11,1643,1045.5,0,0
2023-11-26,SKU045,WH-BLR,1540,0,1,1539,10773.0,0,0
2023-11-26,SKU046,WH-MUM,1861,0,8,1853,1621.4,0,0
2023-11-26,SKU046,WH-DEL,1009,0,10,999,699.3,0,0
2023-11-26,SKU046,WH-BLR,658,0,9,649,504.8,0,0
2023-11-26,SKU047,WH-MUM,1111,0,6,1105,1289.2,0,0
2023-11-26,SKU047,WH-DEL,973,0,11,962,612.2,0,0
2023-11-26,SKU047,WH-BLR,811,0,8,803,702.6,0,0
2023-11-26,SKU048,WH-MUM,892,0,14,878,439.0,0,0
2023-11-26,SKU048,WH-DEL,690,0,11,679,432.1,0,0
2023-11-26,SKU048,WH-BLR,1748,0,1,1747,12229.0,0,0
2023-11-26,SKU049,WH-MUM,1283,0,13,1270,683.8,0,0
2023-11-26,SKU049,WH-DEL,663,0,5,658,921.2,0,0
2023-11-26,SKU049,WH-BLR,1304,0,7,1297,1297.0,0,0
2023-11-26,SKU050,WH-MUM,1277,0,2,1275,4462.5,0,0
2023-11-26,SKU050,WH-DEL,4961,0,11,4950,3150.0,0,0
2023-11-26,SKU050,WH-BLR,1569,0,9,1560,1213.3,0,0
2023-12-03,SKU001,WH-MUM,842,0,236,606,18.0,0,0
2023-12-03,SKU001,WH-DEL,1430,0,111,1319,83.2,0,0
2023-12-03,SKU001,WH-BLR,378,1350,115,1613,98.2,0,1
2023-12-03,SKU002,WH-MUM,1218,0,157,1061,47.3,0,0
2023-12-03,SKU002,WH-DEL,183,1445,157,1471,65.6,0,1
2023-12-03,SKU002,WH-BLR,1517,0,84,1433,119.4,0,0
2023-12-03,SKU003,WH-MUM,1653,0,142,1511,74.5,0,0
2023-12-03,SKU003,WH-DEL,1750,0,106,1644,108.6,0,0
2023-12-03,SKU003,WH-BLR,871,0,134,737,38.5,0,0
2023-12-03,SKU004,WH-MUM,1052,0,161,891,38.7,0,0
2023-12-03,SKU004,WH-DEL,2171,0,133,2038,107.3,0,0
2023-12-03,SKU004,WH-BLR,3489,0,85,3404,280.3,0,0
2023-12-03,SKU005,WH-MUM,2676,0,97,2579,186.1,0,0
2023-12-03,SKU005,WH-DEL,3203,0,132,3071,162.9,0,0
2023-12-03,SKU005,WH-BLR,1693,0,87,1606,129.2,0,0
2023-12-03,SKU006,WH-MUM,175,1680,224,1631,51.0,0,1
2023-12-03,SKU006,WH-DEL,1441,0,105,1336,89.1,0,0
2023-12-03,SKU006,WH-BLR,773,0,136,637,32.8,0,0
2023-12-03,SKU007,WH-MUM,2394,0,155,2239,101.1,0,0
2023-12-03,SKU007,WH-DEL,1335,0,190,1145,42.2,0,0
2023-12-03,SKU007,WH-BLR,1023,0,108,915,59.3,0,0
2023-12-03,SKU008,WH-MUM,193,1635,197,1631,58.0,0,1
2023-12-03,SKU008,WH-DEL,199,1635,138,1696,86.0,0,1
2023-12-03,SKU008,WH-BLR,1246,0,108,1138,73.8,0,0
2023-12-03,SKU009,WH-MUM,3479,0,157,3322,148.1,0,0
2023-12-03,SKU009,WH-DEL,1974,0,136,1838,94.6,0,0
2023-12-03,SKU009,WH-BLR,2533,0,105,2428,161.9,0,0
2023-12-03,SKU010,WH-MUM,1467,0,109,1358,87.2,0,0
2023-12-03,SKU010,WH-DEL,2008,0,118,1890,112.1,0,0
2023-12-03,SKU010,WH-BLR,3358,0,95,3263,240.4,0,0
2023-12-03,SKU011,WH-MUM,1482,0,49,1433,204.7,0,0
2023-12-03,SKU011,WH-DEL,667,0,86,581,47.3,0,0
2023-12-03,SKU011,WH-BLR,927,0,55,872,111.0,0,0
2023-12-03,SKU012,WH-MUM,691,0,63,628,69.8,0,0
2023-12-03,SKU012,WH-DEL,589,0,94,495,36.9,0,0
2023-12-03,SKU012,WH-BLR,1054,0,58,996,120.2,0,0
2023-12-03,SKU013,WH-MUM,1062,0,103,959,65.2,0,0
2023-12-03,SKU013,WH-DEL,1693,0,53,1640,216.6,0,0
2023-12-03,SKU013,WH-BLR,1568,0,37,1531,289.6,0,0
2023-12-03,SKU014,WH-MUM,553,0,107,446,29.2,0,0
2023-12-03,SKU014,WH-DEL,285,1835,79,2041,180.8,0,1
2023-12-03,SKU014,WH-BLR,1256,0,66,1190,126.2,0,0
2023-12-03,SKU015,WH-MUM,1895,0,86,1809,147.2,0,0
2023-12-03,SKU015,WH-DEL,2398,0,65,2333,251.2,0,0
2023-12-03,SKU015,WH-BLR,1080,0,79,1001,88.7,0,0
2023-12-03,SKU016,WH-MUM,1057,0,134,923,48.2,0,0
2023-12-03,SKU016,WH-DEL,930,0,117,813,48.6,0,0
2023-12-03,SKU016,WH-BLR,405,868,32,1241,271.5,0,1
2023-12-03,SKU017,WH-MUM,1807,0,90,1717,133.5,0,0
2023-12-03,SKU017,WH-DEL,1630,0,69,1561,158.4,0,0
2023-12-03,SKU017,WH-BLR,1912,0,58,1854,223.8,0,0
2023-12-03,SKU018,WH-MUM,1064,0,55,1009,128.4,0,0
2023-12-03,SKU018,WH-DEL,1805,0,48,1757,256.2,0,0
2023-12-03,SKU018,WH-BLR,1805,0,51,1754,240.7,0,0
2023-12-03,SKU019,WH-MUM,2056,0,114,1942,119.2,0,0
2023-12-03,SKU019,WH-DEL,3143,0,71,3072,302.9,0,0
2023-12-03,SKU019,WH-BLR,1404,0,84,1320,110.0,0,0
2023-12-03,SKU020,WH-MUM,781,0,95,686,50.5,0,0
2023-12-03,SKU020,WH-DEL,1631,0,81,1550,134.0,0,0
2023-12-03,SKU020,WH-BLR,2425,0,69,2356,239.0,0,0
2023-12-03,SKU021,WH-MUM,1462,0,190,1272,46.9,0,0
2023-12-03,SKU021,WH-DEL,1694,0,160,1534,67.1,0,0
2023-12-03,SKU021,WH-BLR,1590,0,113,1477,91.5,0,0
2023-12-03,SKU022,WH-MUM,2306,0,157,2149,95.8,0,0
2023-12-03,SKU022,WH-DEL,2945,0,145,2800,135.2,0,0
2023-12-03,SKU022,WH-BLR,1759,0,53,1706,225.3,0,0
2023-12-03,SKU023,WH-MUM,1244,0,163,1081,46.4,0,0
2023-12-03,SKU023,WH-DEL,1834,0,159,1675,73.7,0,0
2023-12-03,SKU023,WH-BLR,3040,0,124,2916,164.6,0,0
2023-12-03,SKU024,WH-MUM,818,0,146,672,32.2,0,0
2023-12-03,SKU024,WH-DEL,1069,0,89,980,77.1,0,0
2023-12-03,SKU024,WH-BLR,1185,0,106,1079,71.3,0,0
2023-12-03,SKU025,WH-MUM,3296,0,194,3102,111.9,0,0
2023-12-03,SKU025,WH-DEL,3471,0,91,3380,260.0,0,0
2023-12-03,SKU025,WH-BLR,3018,0,88,2930,233.1,0,0
2023-12-03,SKU026,WH-MUM,2047,0,98,1949,139.2,0,0
2023-12-03,SKU026,WH-DEL,1731,0,111,1620,102.2,0,0
2023-12-03,SKU026,WH-BLR,1271,0,82,1189,101.5,0,0
2023-12-03,SKU027,WH-MUM,2222,0,85,2137,176.0,0,0
2023-12-03,SKU027,WH-DEL,3651,0,144,3507,170.5,0,0
2023-12-03,SKU027,WH-BLR,3707,0,104,3603,242.5,0,0
2023-12-03,SKU028,WH-MUM,289,1232,194,1327,47.9,0,1
2023-12-03,SKU028,WH-DEL,662,0,155,507,22.9,0,0
2023-12-03,SKU028,WH-BLR,754,0,106,648,42.8,0,0
2023-12-03,SKU029,WH-MUM,929,0,138,791,40.1,0,0
2023-12-03,SKU029,WH-DEL,1039,0,76,963,88.7,0,0
2023-12-03,SKU029,WH-BLR,1532,0,150,1382,64.5,0,0
2023-12-03,SKU030,WH-MUM,1546,0,81,1465,126.6,0,0
2023-12-03,SKU030,WH-DEL,1118,0,176,942,37.5,0,0
2023-12-03,SKU030,WH-BLR,784,0,107,677,44.3,0,0
2023-12-03,SKU031,WH-MUM,897,0,119,778,45.8,0,0
2023-12-03,SKU031,WH-DEL,847,0,124,723,40.8,0,0
2023-12-03,SKU031,WH-BLR,2504,0,56,2448,306.0,0,0
2023-12-03,SKU032,WH-MUM,864,0,81,783,67.7,0,0
2023-12-03,SKU032,WH-DEL,720,0,64,656,71.8,0,0
2023-12-03,SKU032,WH-BLR,893,0,57,836,102.7,0,0
2023-12-03,SKU033,WH-MUM,1672,0,89,1583,124.5,0,0
2023-12-03,SKU033,WH-DEL,2813,0,138,2675,135.7,0,0
2023-12-03,SKU033,WH-BLR,3848,0,83,3765,317.5,0,0
2023-12-03,SKU034,WH-MUM,427,2355,77,2705,245.9,0,1
2023-12-03,SKU034,WH-DEL,858,0,128,730,39.9,0,0
2023-12-03,SKU034,WH-BLR,342,2355,52,2645,356.1,0,1
2023-12-03,SKU035,WH-MUM,3008,0,120,2888,168.5,0,0
2023-12-03,SKU035,WH-DEL,3652,0,132,3520,186.7,0,0
2023-12-03,SKU035,WH-BLR,4366,0,94,4272,318.1,0,0
2023-12-03,SKU036,WH-MUM,2078,0,160,1918,83.9,0,0
2023-12-03,SKU036,WH-DEL,3419,0,58,3361,405.6,0,0
2023-12-03,SKU036,WH-BLR,3545,0,72,3473,337.7,0,0
2023-12-03,SKU037,WH-MUM,402,0,143,259,12.7,0,0
2023-12-03,SKU037,WH-DEL,192,663,106,749,49.5,0,1
2023-12-03,SKU037,WH-BLR,727,0,74,653,61.8,0,0
2023-12-03,SKU038,WH-MUM,942,0,60,882,102.9,0,0
2023-12-03,SKU038,WH-DEL,509,0,133,376,19.8,0,0
2023-12-03,SKU038,WH-BLR,847,0,89,758,59.6,0,0
2023-12-03,SKU039,WH-MUM,2068,0,174,1894,76.2,0,0
2023-12-03,SKU039,WH-DEL,852,0,133,719,37.8,0,0
2023-12-03,SKU039,WH-BLR,2460,0,73,2387,228.9,0,0
2023-12-03,SKU040,WH-MUM,4739,0,153,4586,209.8,0,0
2023-12-03,SKU040,WH-DEL,1412,0,94,1318,98.1,0,0
2023-12-03,SKU040,WH-BLR,2509,0,122,2387,137.0,0,0
2023-12-03,SKU041,WH-MUM,622,0,9,613,476.8,0,0
2023-12-03,SKU041,WH-DEL,641,0,6,635,740.8,0,0
2023-12-03,SKU041,WH-BLR,865,0,9,856,665.8,0,0
2023-12-03,SKU042,WH-MUM,1465,0,3,1462,3411.3,0,0
2023-12-03,SKU042,WH-DEL,1492,0,9,1483,1153.4,0,0
2023-12-03,SKU042,WH-BLR,1094,0,7,1087,1087.0,0,0
2023-12-03,SKU043,WH-MUM,2444,0,7,2437,2437.0,0,0
2023-12-03,SKU043,WH-DEL,1340,0,10,1330,931.0,0,0
2023-12-03,SKU043,WH-BLR,1689,0,7,1682,1682.0,0,0
2023-12-03,SKU044,WH-MUM,1428,0,9,1419,1103.7,0,0
2023-12-03,SKU044,WH-DEL,796,0,3,793,1850.3,0,0
2023-12-03,SKU044,WH-BLR,1533,0,2,1531,5358.5,0,0
2023-12-03,SKU045,WH-MUM,1224,0,8,1216,1064.0,0,0
2023-12-03,SKU045,WH-DEL,1643,0,1,1642,11494.0,0,0
2023-12-03,SKU045,WH-BLR,1539,0,9,1530,1190.0,0,0
2023-12-03,SKU046,WH-MUM,1853,0,10,1843,1290.1,0,0
2023-12-03,SKU046,WH-DEL,999,0,7,992,992.0,0,0
2023-12-03,SKU046,WH-BLR,649,1306,9,1946,1513.6,0,1
2023-12-03,SKU047,WH-MUM,1105,0,6,1099,1282.2,0,0
2023-12-03,SKU047,WH-DEL,962,0,11,951,605.2,0,0
2023-12-03,SKU047,WH-BLR,803,0,8,795,695.6,0,0
2023-12-03,SKU048,WH-MUM,878,0,10,868,607.6,0,0
2023-12-03,SKU048,WH-DEL,679,0,10,669,468.3,0,0
2023-12-03,SKU048,WH-BLR,1747,0,4,1743,3050.2,0,0
2023-12-03,SKU049,WH-MUM,1270,0,4,1266,2215.5,0,0
2023-12-03,SKU049,WH-DEL,658,0,3,655,1528.3,0,0
2023-12-03,SKU049,WH-BLR,1297,0,9,1288,1001.8,0,0
2023-12-03,SKU050,WH-MUM,1275,0,2,1273,4455.5,0,0
2023-12-03,SKU050,WH-DEL,4950,0,10,4940,3458.0,0,0
2023-12-03,SKU050,WH-BLR,1560,0,1,1559,10913.0,0,0
2023-12-10,SKU001,WH-MUM,606,0,157,449,20.0,0,0
2023-12-10,SKU001,WH-DEL,1319,0,84,1235,102.9,0,0
2023-12-10,SKU001,WH-BLR,1613,0,112,1501,93.8,0,0
2023-12-10,SKU002,WH-MUM,1061,0,249,812,22.8,0,0
2023-12-10,SKU002,WH-DEL,1471,0,145,1326,64.0,0,0
2023-12-10,SKU002,WH-BLR,1433,0,68,1365,140.5,0,0
2023-12-10,SKU003,WH-MUM,1511,0,141,1370,68.0,0,0
2023-12-10,SKU003,WH-DEL,1644,0,101,1543,106.9,0,0
2023-12-10,SKU003,WH-BLR,737,0,147,590,28.1,0,0
2023-12-10,SKU004,WH-MUM,891,0,123,768,43.7,0,0
2023-12-10,SKU004,WH-DEL,2038,0,146,1892,90.7,0,0
2023-12-10,SKU004,WH-BLR,3404,0,140,3264,163.2,0,0
2023-12-10,SKU005,WH-MUM,2579,0,115,2464,150.0,0,0
2023-12-10,SKU005,WH-DEL,3071,0,202,2869,99.4,0,0
2023-12-10,SKU005,WH-BLR,1606,0,75,1531,142.9,0,0
2023-12-10,SKU006,WH-MUM,1631,0,119,1512,88.9,0,0
2023-12-10,SKU006,WH-DEL,1336,0,117,1219,72.9,0,0
2023-12-10,SKU006,WH-BLR,637,0,136,501,25.8,0,0
2023-12-10,SKU007,WH-MUM,2239,0,199,2040,71.8,0,0
2023-12-10,SKU007,WH-DEL,1145,0,196,949,33.9,0,0
2023-12-10,SKU007,WH-BLR,915,0,149,766,36.0,0,0
2023-12-10,SKU008,WH-MUM,1631,0,181,1450,56.1,0,0
2023-12-10,SKU008,WH-DEL,1696,0,115,1581,96.2,0,0
2023-12-10,SKU008,WH-BLR,1138,0,102,1036,71.1,0,0
2023-12-10,SKU009,WH-MUM,3322,0,173,3149,127.4,0,0
2023-12-10,SKU009,WH-DEL,1838,0,192,1646,60.0,0,0
2023-12-10,SKU009,WH-BLR,2428,0,93,2335,175.8,0,0
2023-12-10,SKU010,WH-MUM,1358,0,156,1202,53.9,0,0
2023-12-10,SKU010,WH-DEL,1890,0,147,1743,83.0,0,0
2023-12-10,SKU010,WH-BLR,3263,0,81,3182,275.0,0,0
2023-12-10,SKU011,WH-MUM,1433,0,154,1279,58.1,0,0
2023-12-10,SKU011,WH-DEL,581,0,95,486,35.8,0,0
2023-12-10,SKU011,WH-BLR,872,0,76,796,73.3,0,0
2023-12-10,SKU012,WH-MUM,628,0,109,519,33.3,0,0
2023-12-10,SKU012,WH-DEL,495,0,105,390,26.0,0,0
2023-12-10,SKU012,WH-BLR,996,0,80,916,80.1,0,0
2023-12-10,SKU013,WH-MUM,959,0,79,880,78.0,0,0
2023-12-10,SKU013,WH-DEL,1640,0,74,1566,148.1,0,0
2023-12-10,SKU013,WH-BLR,1531,0,38,1493,275.0,0,0
2023-12-10,SKU014,WH-MUM,446,0,112,334,20.9,0,0
2023-12-10,SKU014,WH-DEL,2041,0,126,1915,106.4,0,0
2023-12-10,SKU014,WH-BLR,1190,0,41,1149,196.2,0,0
2023-12-10,SKU015,WH-MUM,1809,0,112,1697,106.1,0,0
2023-12-10,SKU015,WH-DEL,2333,0,76,2257,207.9,0,0
2023-12-10,SKU015,WH-BLR,1001,0,88,913,72.6,0,0
2023-12-10,SKU016,WH-MUM,923,0,124,799,45.1,0,0
2023-12-10,SKU016,WH-DEL,813,0,50,763,106.8,0,0
2023-12-10,SKU016,WH-BLR,1241,0,63,1178,130.9,0,0
2023-12-10,SKU017,WH-MUM,1717,0,124,1593,89.9,0,0
2023-12-10,SKU017,WH-DEL,1561,0,84,1477,123.1,0,0
2023-12-10,SKU017,WH-BLR,1854,0,35,1819,363.8,0,0
2023-12-10,SKU018,WH-MUM,1009,0,112,897,56.1,0,0
2023-12-10,SKU018,WH-DEL,1757,0,61,1696,194.6,0,0
2023-12-10,SKU018,WH-BLR,1754,0,45,1709,265.8,0,0
2023-12-10,SKU019,WH-MUM,1942,0,139,1803,90.8,0,0
2023-12-10,SKU019,WH-DEL,3072,0,116,2956,178.4,0,0
2023-12-10,SKU019,WH-BLR,1320,0,49,1271,181.6,0,0
2023-12-10,SKU020,WH-MUM,686,0,72,614,59.7,0,0
2023-12-10,SKU020,WH-DEL,1550,0,52,1498,201.7,0,0
2023-12-10,SKU020,WH-BLR,2356,0,99,2257,159.6,0,0
2023-12-10,SKU021,WH-MUM,1272,0,201,1071,37.3,0,0
2023-12-10,SKU021,WH-DEL,1534,0,130,1404,75.6,0,0
2023-12-10,SKU021,WH-BLR,1477,0,72,1405,136.6,0,0
2023-12-10,SKU022,WH-MUM,2149,0,104,2045,137.6,0,0
2023-12-10,SKU022,WH-DEL,2800,0,99,2701,191.0,0,0
2023-12-10,SKU022,WH-BLR,1706,0,81,1625,140.4,0,0
2023-12-10,SKU023,WH-MUM,1081,0,95,986,72.7,0,0
2023-12-10,SKU023,WH-DEL,1675,0,145,1530,73.9,0,0
2023-12-10,SKU023,WH-BLR,2916,0,64,2852,311.9,0,0
2023-12-10,SKU024,WH-MUM,672,1532,85,2119,174.5,0,1
2023-12-10,SKU024,WH-DEL,980,0,93,887,66.8,0,0
2023-12-10,SKU024,WH-BLR,1079,0,97,982,70.9,0,0
2023-12-10,SKU025,WH-MUM,3102,0,172,2930,119.2,0,0
2023-12-10,SKU025,WH-DEL,3380,0,109,3271,210.1,0,0
2023-12-10,SKU025,WH-BLR,2930,0,77,2853,259.4,0,0
2023-12-10,SKU026,WH-MUM,1949,0,140,1809,90.5,0,0
