po_id,supplier_id,sku_id,order_date,promised_delivery_date,actual_delivery_date,ordered_qty,received_qty,defect_qty,unit_cost_inr,po_value_inr,delay_days,po_status,fill_rate,defect_rate,is_delayed,is_cancelled,order_month,order_quarter,order_year
PO01083,SUP009,SKU026,2023-02-25,2023-03-07,2023-03-07,2711,2412,106,229.09,621062.99,0.0,Partial,0.8897,0.0439,0,0,2023-02,2023Q1,2023
PO01084,SUP009,SKU024,2023-01-29,2023-02-08,2023-02-11,1035,930,52,191.1,197788.5,3.0,Partial,0.8986,0.0559,1,0,2023-01,2023Q1,2023
PO01085,SUP009,SKU028,2024-07-18,2024-07-28,2024-07-28,2705,2401,52,273.82,740683.1,0.0,Delivered,0.8876,0.0217,0,0,2024-07,2024Q3,2024
PO01086,SUP009,SKU029,2023-02-16,2023-02-26,2023-03-04,569,550,32,245.17,139501.73,6.0,Delivered,0.9666,0.0582,1,0,2023-02,2023Q1,2023
PO01087,SUP009,SKU029,2023-07-19,2023-07-29,2023-07-28,1561,1472,53,245.17,382710.37,0.0,Partial,0.943,0.036,0,0,2023-07,2023Q3,2023
PO01088,SUP009,SKU023,2023-04-14,2023-04-24,2023-04-24,3630,3350,72,234.26,850363.8,0.0,Delivered,0.9229,0.0215,0,0,2023-04,2023Q2,2023
PO01089,SUP009,SKU023,2023-06-05,2023-06-15,2023-06-18,2397,2300,106,234.26,561521.22,3.0,Delivered,0.9595,0.0461,1,0,2023-06,2023Q2,2023
PO01090,SUP009,SKU026,2024-05-28,2024-06-07,2024-06-05,4786,4612,237,229.09,1096424.74,0.0,Partial,0.9636,0.0514,0,0,2024-05,2024Q2,2024
PO01091,SUP009,SKU024,2023-10-25,2023-11-04,2023-11-03,827,794,28,191.1,158039.7,0.0,Delivered,0.9601,0.0353,0,0,2023-10,2023Q4,2023
PO01092,SUP009,SKU025,2024-09-17,2024-09-27,2024-09-25,4575,4066,205,209.66,959194.5,0.0,Partial,0.8887,0.0504,0,0,2024-09,2024Q3,2024
PO01093,SUP009,SKU023,2024-07-14,2024-07-24,2024-07-24,4587,4075,233,234.26,1074550.62,0.0,Partial,0.8884,0.0572,0,0,2024-07,2024Q3,2024
PO01094,SUP009,SKU028,2023-03-11,2023-03-21,2023-03-21,1082,969,29,273.82,296273.24,0.0,Delivered,0.8956,0.0299,0,0,2023-03,2023Q1,2023
PO01095,SUP009,SKU025,2023-09-20,2023-09-30,2023-09-30,1515,1465,50,209.66,317634.9,0.0,Delivered,0.967,0.0341,0,0,2023-09,2023Q3,2023
PO01096,SUP009,SKU026,2024-02-15,2024-02-25,2024-02-23,1556,1431,64,229.09,356464.04,0.0,Delivered,0.9197,0.0447,0,0,2024-02,2024Q1,2024
PO01097,SUP009,SKU021,2024-01-18,2024-01-28,2024-01-27,2653,2544,55,108.25,287187.25,0.0,Delivered,0.9589,0.0216,0,0,2024-01,2024Q1,2024
PO01098,SUP009,SKU022,2023-09-08,2023-09-18,2023-09-18,1362,1234,44,226.27,308179.74,0.0,Partial,0.906,0.0357,0,0,2023-09,2023Q3,2023
PO01099,SUP009,SKU028,2023-08-17,2023-08-27,2023-08-27,3358,3095,173,273.82,919487.56,0.0,Delivered,0.9217,0.0559,0,0,2023-08,2023Q3,2023
PO01100,SUP009,SKU030,2023-04-22,2023-05-02,2023-05-01,4048,3634,118,227.75,921932.0,0.0,Partial,0.8977,0.0325,0,0,2023-04,2023Q2,2023
PO01101,SUP009,SKU023,2024-05-12,2024-05-22,2024-05-22,2780,2560,148,234.26,651242.8,0.0,Delivered,0.9209,0.0578,0,0,2024-05,2024Q2,2024
PO01102,SUP009,SKU028,2024-10-17,2024-10-27,2024-10-25,3615,3201,165,273.82,989859.3,0.0,Delivered,0.8855,0.0515,0,0,2024-10,2024Q4,2024
PO01103,SUP009,SKU022,2023-08-07,2023-08-17,2023-08-15,3964,3584,83,226.27,896934.28,0.0,Delivered,0.9041,0.0232,0,0,2023-08,2023Q3,2023
PO01104,SUP009,SKU025,2023-10-08,2023-10-18,2023-10-16,4198,4023,188,209.66,880152.68,0.0,Delivered,0.9583,0.0467,0,0,2023-10,2023Q4,2023
PO01105,SUP009,SKU027,2023-07-08,2023-07-18,2023-07-26,3301,3191,89,159.82,527565.82,8.0,Partial,0.9667,0.0279,1,0,2023-07,2023Q3,2023
PO01106,SUP009,SKU021,2024-05-08,2024-05-18,2024-05-18,4078,3718,132,108.25,441443.5,0.0,Delivered,0.9117,0.0355,0,0,2024-05,2024Q2,2024
PO01107,SUP009,SKU026,2024-07-28,2024-08-07,2024-08-07,1684,1530,88,229.09,385787.56,0.0,Delivered,0.9086,0.0575,0,0,2024-07,2024Q3,2024
PO01108,SUP009,SKU027,2023-01-15,2023-01-25,2023-01-25,4591,4397,258,159.82,733733.62,0.0,Partial,0.9577,0.0587,0,0,2023-01,2023Q1,2023
PO01109,SUP009,SKU021,2023-09-27,2023-10-07,2023-10-16,1529,1432,61,108.25,165514.25,9.0,Delivered,0.9366,0.0426,1,0,2023-09,2023Q3,2023
PO01110,SUP009,SKU024,2023-08-12,2023-08-22,2023-09-01,1860,1737,49,191.1,355446.0,10.0,Partial,0.9339,0.0282,1,0,2023-08,2023Q3,2023
PO01111,SUP009,SKU022,2024-11-26,2024-12-06,2024-12-13,632,573,30,226.27,143002.64,7.0,Partial,0.9066,0.0524,1,0,2024-11,2024Q4,2024
PO01112,SUP009,SKU026,2024-05-26,2024-06-05,2024-06-04,3381,3082,126,229.09,774553.29,0.0,Delivered,0.9116,0.0409,0,0,2024-05,2024Q2,2024
PO01113,SUP009,SKU025,2023-04-27,2023-05-07,2023-05-06,1949,1812,67,209.66,408627.34,0.0,Partial,0.9297,0.037,0,0,2023-04,2023Q2,2023
PO01114,SUP009,SKU021,2024-11-06,2024-11-16,2024-11-15,1312,1272,30,108.25,142024.0,0.0,Delivered,0.9695,0.0236,0,0,2024-11,2024Q4,2024
PO01115,SUP009,SKU025,2024-09-23,2024-10-03,2024-10-13,1316,1233,64,209.66,275912.56,10.0,Delivered,0.9369,0.0519,1,0,2024-09,2024Q3,2024
PO01116,SUP009,SKU026,2024-03-06,2024-03-16,2024-03-14,3621,3223,187,229.09,829534.89,0.0,Delivered,0.8901,0.058,0,0,2024-03,2024Q1,2024
PO01117,SUP009,SKU025,2024-04-20,2024-04-30,2024-04-28,3742,3295,95,209.66,784547.72,0.0,Partial,0.8805,0.0288,0,0,2024-04,2024Q2,2024
PO01118,SUP009,SKU021,2023-10-02,2023-10-12,2023-10-11,2478,2181,46,108.25,268243.5,0.0,Delivered,0.8801,0.0211,0,0,2023-10,2023Q4,2023
PO01119,SUP009,SKU024,2023-06-07,2023-06-17,2023-06-15,3100,2821,168,191.1,592410.0,0.0,Delivered,0.91,0.0596,0,0,2023-06,2023Q2,2023
PO01120,SUP009,SKU027,2024-07-23,2024-08-02,2024-08-10,922,877,22,159.82,147354.04,8.0,Delivered,0.9512,0.0251,1,0,2024-07,2024Q3,2024
PO01121,SUP009,SKU022,2023-06-27,2023-07-07,2023-07-07,4083,3677,92,226.27,923860.41,0.0,Delivered,0.9006,0.025,0,0,2023-06,2023Q2,2023
PO01122,SUP009,SKU022,2024-10-08,2024-10-18,2024-10-16,2631,2513,82,226.27,595316.37,0.0,Partial,0.9552,0.0326,0,0,2024-10,2024Q4,2024
PO01123,SUP009,SKU030,2023-04-06,2023-04-16,,547,0,0,227.75,124579.25,,Cancelled,0.0,0.0,0,1,2023-04,2023Q2,2023
PO01124,SUP009,SKU022,2023-06-06,2023-06-16,,2726,0,0,226.27,616812.02,,Cancelled,0.0,0.0,0,1,2023-06,2023Q2,2023
PO01125,SUP009,SKU024,2024-08-08,2024-08-18,2024-08-18,4216,3950,108,191.1,805677.6,0.0,Delivered,0.9369,0.0273,0,0,2024-08,2024Q3,2024
PO01126,SUP009,SKU023,2023-11-01,2023-11-11,2023-11-09,3597,3414,105,234.26,842633.22,0.0,Delivered,0.9491,0.0308,0,0,2023-11,2023Q4,2023
PO01127,SUP009,SKU022,2024-10-04,2024-10-14,,2873,0,0,226.27,650073.71,,Cancelled,0.0,0.0,0,1,2024-10,2024Q4,2024
PO01128,SUP009,SKU028,2023-04-24,2023-05-04,2023-05-04,1661,1503,35,273.82,454815.02,0.0,Delivered,0.9049,0.0233,0,0,2023-04,2023Q2,2023
PO01129,SUP009,SKU022,2024-01-06,2024-01-16,2024-01-16,4522,4303,169,226.27,1023192.94,0.0,Delivered,0.9516,0.0393,0,0,2024-01,2024Q1,2024
PO01130,SUP009,SKU023,2023-08-04,2023-08-14,2023-08-13,4193,3994,81,234.26,982252.18,0.0,Partial,0.9525,0.0203,0,0,2023-08,2023Q3,2023
PO01131,SUP009,SKU030,2024-11-06,2024-11-16,2024-11-16,1460,1413,55,227.75,332515.0,0.0,Delivered,0.9678,0.0389,0,0,2024-11,2024Q4,2024
PO01132,SUP009,SKU029,2024-09-06,2024-09-16,2024-09-22,1496,1342,28,245.17,366774.32,6.0,Partial,0.8971,0.0209,1,0,2024-09,2024Q3,2024
PO01133,SUP009,SKU023,2023-06-06,2023-06-16,2023-06-16,741,673,33,234.26,173586.66,0.0,Partial,0.9082,0.049,0,0,2023-06,2023Q2,2023
PO01134,SUP009,SKU028,2023-10-02,2023-10-12,2023-10-15,3355,3166,122,273.82,918666.1,3.0,Delivered,0.9437,0.0385,1,0,2023-10,2023Q4,2023
PO01135,SUP009,SKU025,2024-03-22,2024-04-01,2024-04-01,2548,2281,126,209.66,534213.68,0.0,Delivered,0.8952,0.0552,0,0,2024-03,2024Q1,2024
PO01136,SUP009,SKU027,2024-02-07,2024-02-17,2024-02-15,3052,2731,133,159.82,487770.64,0.0,Partial,0.8948,0.0487,0,0,2024-02,2024Q1,2024
PO01137,SUP009,SKU026,2024-04-01,2024-04-11,2024-04-10,1381,1290,55,229.09,316373.29,0.0,Delivered,0.9341,0.0426,0,0,2024-04,2024Q2,2024
PO01138,SUP009,SKU029,2024-10-09,2024-10-19,2024-10-19,4689,4233,186,245.17,1149602.13,0.0,Delivered,0.9028,0.0439,0,0,2024-10,2024Q4,2024
PO01139,SUP009,SKU026,2023-12-27,2024-01-06,2024-01-13,4017,3820,87,229.09,920254.53,7.0,Partial,0.951,0.0228,1,0,2023-12,2023Q4,2023
PO01140,SUP009,SKU030,2024-01-16,2024-01-26,2024-01-26,3109,2928,83,227.75,708074.75,0.0,Delivered,0.9418,0.0283,0,0,2024-01,2024Q1,2024
PO01141,SUP009,SKU025,2023-11-26,2023-12-06,2023-12-05,2823,2637,63,209.66,591870.18,0.0,Delivered,0.9341,0.0239,0,0,2023-11,2023Q4,2023
PO01142,SUP009,SKU027,2024-09-14,2024-09-24,2024-09-22,1112,1036,48,159.82,177719.84,0.0,Delivered,0.9317,0.0463,0,0,2024-09,2024Q3,2024
PO01143,SUP009,SKU022,2023-11-22,2023-12-02,2023-12-04,4546,4204,154,226.27,1028623.42,2.0,Delivered,0.9248,0.0366,1,0,2023-11,2023Q4,2023
PO01144,SUP009,SKU030,2024-04-08,2024-04-18,2024-04-17,2436,2270,103,227.75,554799.0,0.0,Partial,0.9319,0.0454,0,0,2024-04,2024Q2,2024
PO01145,SUP009,SKU021,2023-01-05,2023-01-15,2023-01-14,803,771,16,108.25,86924.75,0.0,Delivered,0.9601,0.0208,0,0,2023-01,2023Q1,2023
PO01146,SUP009,SKU029,2023-03-13,2023-03-23,2023-03-22,2965,2682,96,245.17,726929.05,0.0,Delivered,0.9046,0.0358,0,0,2023-03,2023Q1,2023
PO01147,SUP009,SKU026,2023-11-17,2023-11-27,2023-12-03,4223,3903,220,229.09,967447.07,6.0,Delivered,0.9242,0.0564,1,0,2023-11,2023Q4,2023
PO01148,SUP009,SKU027,2024-09-24,2024-10-04,2024-10-04,1636,1455,69,159.82,261465.52,0.0,Partial,0.8894,0.0474,0,0,2024-09,2024Q3,2024
PO01149,SUP009,SKU025,2023-08-20,2023-08-30,2023-09-06,4903,4751,259,209.66,1027962.98,7.0,Delivered,0.969,0.0545,1,0,2023-08,2023Q3,2023
PO01150,SUP009,SKU025,2023-02-14,2023-02-24,2023-02-24,2660,2419,126,209.66,557695.6,0.0,Delivered,0.9094,0.0521,0,0,2023-02,2023Q1,2023
PO01151,SUP009,SKU027,2023-06-24,2023-07-04,2023-07-04,1534,1394,60,159.82,245163.88,0.0,Partial,0.9087,0.043,0,0,2023-06,2023Q2,2023
PO01152,SUP009,SKU026,2024-10-14,2024-10-24,2024-11-03,2470,2302,135,229.09,565852.3,10.0,Delivered,0.932,0.0586,1,0,2024-10,2024Q4,2024
PO01153,SUP009,SKU024,2024-05-09,2024-05-19,2024-05-18,1178,1074,31,191.1,225115.8,0.0,Delivered,0.9117,0.0289,0,0,2024-05,2024Q2,2024
PO01154,SUP009,SKU028,2023-03-21,2023-03-31,2023-03-31,607,570,20,273.82,166208.74,0.0,Delivered,0.939,0.0351,0,0,2023-03,2023Q1,2023
PO01155,SUP009,SKU028,2023-04-18,2023-04-28,2023-04-26,4710,4508,146,273.82,1289692.2,0.0,Delivered,0.9571,0.0324,0,0,2023-04,2023Q2,2023
PO01156,SUP009,SKU030,2024-11-02,2024-11-12,2024-11-12,2292,2206,84,227.75,522003.0,0.0,Partial,0.9625,0.0381,0,0,2024-11,2024Q4,2024
PO01157,SUP009,SKU030,2024-06-09,2024-06-19,2024-06-19,2776,2548,147,227.75,632234.0,0.0,Delivered,0.9179,0.0577,0,0,2024-06,2024Q2,2024
PO01158,SUP009,SKU021,2024-10-25,2024-11-04,2024-11-04,1402,1264,34,108.25,151766.5,0.0,Delivered,0.9016,0.0269,0,0,2024-10,2024Q4,2024
PO01159,SUP009,SKU023,2024-05-02,2024-05-12,2024-05-11,1469,1415,52,234.26,344127.94,0.0,Partial,0.9632,0.0367,0,0,2024-05,2024Q2,2024
PO01160,SUP009,SKU027,2024-02-11,2024-02-21,2024-02-21,4115,3722,171,159.82,657659.3,0.0,Partial,0.9045,0.0459,0,0,2024-02,2024Q1,2024
PO01161,SUP010,SKU031,2023-07-18,2023-07-31,2023-07-29,2760,2695,23,263.69,727784.4,0.0,Delivered,0.9764,0.0085,0,0,2023-07,2023Q3,2023
PO01162,SUP010,SKU039,2024-10-23,2024-11-05,2024-11-05,935,930,4,352.57,329652.95,0.0,Delivered,0.9947,0.0043,0,0,2024-10,2024Q4,2024
PO01163,SUP010,SKU035,2023-04-14,2023-04-27,2023-04-25,3814,3698,54,369.67,1409921.38,0.0,Partial,0.9696,0.0146,0,0,2023-04,2023Q2,2023
PO01164,SUP010,SKU033,2024-05-22,2024-06-04,2024-06-03,2859,2816,0,326.65,933892.35,0.0,Partial,0.985,0.0,0,0,2024-05,2024Q2,2024
PO01165,SUP010,SKU032,2024-05-30,2024-06-12,2024-06-10,3001,2978,10,159.44,478479.44,0.0,Delivered,0.9923,0.0034,0,0,2024-05,2024Q2,2024
PO01166,SUP010,SKU035,2023-06-20,2023-07-03,2023-07-03,604,593,0,369.67,223280.68,0.0,Delivered,0.9818,0.0,0,0,2023-06,2023Q2,2023
PO01167,SUP010,SKU034,2023-03-20,2023-04-02,2023-04-02,3384,3378,32,127.23,430546.32,0.0,Delivered,0.9982,0.0095,0,0,2023-03,2023Q1,2023
PO01168,SUP010,SKU033,2024-04-28,2024-05-11,2024-05-09,2881,2857,9,326.65,941078.65,0.0,Delivered,0.9917,0.0032,0,0,2024-04,2024Q2,2024
PO01169,SUP010,SKU038,2023-04-07,2023-04-20,2023-04-19,4207,4099,44,260.65,1096554.55,0.0,Partial,0.9743,0.0107,0,0,2023-04,2023Q2,2023
PO01170,SUP010,SKU040,2023-09-17,2023-09-30,2023-10-03,2966,2923,45,170.76,506474.16,3.0,Delivered,0.9855,0.0154,1,0,2023-09,2023Q3,2023
PO01171,SUP010,SKU033,2024-05-10,2024-05-23,2024-05-21,669,640,2,326.65,218528.85,0.0,Delivered,0.9567,0.0031,0,0,2024-05,2024Q2,2024
PO01172,SUP010,SKU037,2024-01-01,2024-01-14,2024-01-12,4028,3898,15,125.09,503862.52,0.0,Delivered,0.9677,0.0038,0,0,2024-01,2024Q1,2024
PO01173,SUP010,SKU039,2024-10-16,2024-10-29,2024-10-27,4963,4937,94,352.57,1749804.91,0.0,Delivered,0.9948,0.019,0,0,2024-10,2024Q4,2024
PO01174,SUP010,SKU034,2023-06-29,2023-07-12,2023-07-11,3703,3626,20,127.23,471132.69,0.0,Delivered,0.9792,0.0055,0,0,2023-06,2023Q2,2023
PO01175,SUP010,SKU036,2023-02-12,2023-02-25,2023-02-23,1507,1464,28,205.71,310004.97,0.0,Delivered,0.9715,0.0191,0,0,2023-02,2023Q1,2023
PO01176,SUP010,SKU039,2023-10-23,2023-11-05,2023-11-07,4320,4251,24,352.57,1523102.4,2.0,Delivered,0.984,0.0056,1,0,2023-10,2023Q4,2023
PO01177,SUP010,SKU040,2024-11-11,2024-11-24,2024-11-24,2914,2770,15,170.76,497594.64,0.0,Partial,0.9506,0.0054,0,0,2024-11,2024Q4,2024
PO01178,SUP010,SKU036,2023-05-07,2023-05-20,2023-05-19,3385,3327,16,205.71,696328.35,0.0,Partial,0.9829,0.0048,0,0,2023-05,2023Q2,2023
PO01179,SUP010,SKU034,2023-10-18,2023-10-31,2023-10-29,1770,1765,5,127.23,225197.1,0.0,Delivered,0.9972,0.0028,0,0,2023-10,2023Q4,2023
PO01180,SUP010,SKU037,2024-03-18,2024-03-31,2024-03-31,763,742,12,125.09,95443.67,0.0,Partial,0.9725,0.0162,0,0,2024-03,2024Q1,2024
PO01181,SUP010,SKU036,2024-03-08,2024-03-21,2024-03-20,2974,2914,25,205.71,611781.54,0.0,Partial,0.9798,0.0086,0,0,2024-03,2024Q1,2024
PO01182,SUP010,SKU035,2024-08-15,2024-08-28,2024-08-27,1611,1563,9,369.67,595538.37,0.0,Partial,0.9702,0.0058,0,0,2024-08,2024Q3,2024
PO01183,SUP010,SKU039,2024-08-03,2024-08-16,2024-08-16,3579,3540,6,352.57,1261848.03,0.0,Delivered,0.9891,0.0017,0,0,2024-08,2024Q3,2024
PO01184,SUP010,SKU037,2024-03-28,2024-04-10,2024-04-08,3429,3337,28,125.09,428933.61,0.0,Delivered,0.9732,0.0084,0,0,2024-03,2024Q1,2024
PO01185,SUP010,SKU034,2024-04-17,2024-04-30,2024-04-29,1224,1209,7,127.23,155729.52,0.0,Delivered,0.9877,0.0058,0,0,2024-04,2024Q2,2024
PO01186,SUP010,SKU031,2024-08-17,2024-08-30,2024-08-28,2903,2765,6,263.69,765492.07,0.0,Delivered,0.9525,0.0022,0,0,2024-08,2024Q3,2024
PO01187,SUP010,SKU032,2024-04-18,2024-05-01,2024-04-30,945,901,17,159.44,150670.8,0.0,Partial,0.9534,0.0189,0,0,2024-04,2024Q2,2024
PO01188,SUP010,SKU040,2023-12-08,2023-12-21,2023-12-19,4444,4375,10,170.76,758857.44,0.0,Delivered,0.9845,0.0023,0,0,2023-12,2023Q4,2023
PO01189,SUP010,SKU033,2024-11-21,2024-12-04,2024-12-02,2179,2126,41,326.65,711770.35,0.0,Delivered,0.9757,0.0193,0,0,2024-11,2024Q4,2024
PO01190,SUP010,SKU038,2023-08-17,2023-08-30,2023-08-30,2964,2908,54,260.65,772566.6,0.0,Delivered,0.9811,0.0186,0,0,2023-08,2023Q3,2023
PO01191,SUP010,SKU034,2024-09-30,2024-10-13,2024-10-13,1753,1718,3,127.23,223034.19,0.0,Partial,0.98,0.0017,0,0,2024-09,2024Q3,2024
PO01192,SUP010,SKU033,2023-04-17,2023-04-30,2023-04-29,3700,3525,28,326.65,1208605.0,0.0,Partial,0.9527,0.0079,0,0,2023-04,2023Q2,2023
PO01193,SUP010,SKU031,2023-08-29,2023-09-11,2023-09-09,4097,4068,35,263.69,1080337.93,0.0,Delivered,0.9929,0.0086,0,0,2023-08,2023Q3,2023
PO01194,SUP010,SKU038,2023-07-09,2023-07-22,2023-07-22,1898,1851,7,260.65,494713.7,0.0,Delivered,0.9752,0.0038,0,0,2023-07,2023Q3,2023
PO01195,SUP010,SKU032,2023-10-24,2023-11-06,2023-11-04,4538,4394,33,159.44,723538.72,0.0,Partial,0.9683,0.0075,0,0,2023-10,2023Q4,2023
PO01196,SUP010,SKU035,2024-04-20,2024-05-03,2024-05-03,2821,2744,0,369.67,1042839.07,0.0,Delivered,0.9727,0.0,0,0,2024-04,2024Q2,2024
PO01197,SUP010,SKU038,2023-02-04,2023-02-17,2023-02-15,4141,3942,75,260.65,1079351.65,0.0,Delivered,0.9519,0.019,0,0,2023-02,2023Q1,2023
PO01198,SUP010,SKU039,2024-04-14,2024-04-27,2024-04-26,4601,4567,31,352.57,1622174.57,0.0,Delivered,0.9926,0.0068,0,0,2024-04,2024Q2,2024
PO01199,SUP010,SKU033,2024-02-04,2024-02-17,2024-02-17,3382,3323,30,326.65,1104730.3,0.0,Delivered,0.9826,0.009,0,0,2024-02,2024Q1,2024
PO01200,SUP010,SKU038,2023-10-13,2023-10-26,2023-10-25,1058,1053,7,260.65,275767.7,0.0,Delivered,0.9953,0.0066,0,0,2023-10,2023Q4,2023
PO01201,SUP010,SKU040,2024-09-12,2024-09-25,2024-09-23,4804,4626,54,170.76,820331.04,0.0,Delivered,0.9629,0.0117,0,0,2024-09,2024Q3,2024
PO01202,SUP010,SKU032,2023-12-23,2024-01-05,2024-01-05,868,825,3,159.44,138393.92,0.0,Delivered,0.9505,0.0036,0,0,2023-12,2023Q4,2023
PO01203,SUP010,SKU037,2024-05-26,2024-06-08,2024-06-08,2438,2328,33,125.09,304969.42,0.0,Delivered,0.9549,0.0142,0,0,2024-05,2024Q2,2024
PO01204,SUP010,SKU036,2024-03-06,2024-03-19,2024-03-22,1437,1367,12,205.71,295605.27,3.0,Delivered,0.9513,0.0088,1,0,2024-03,2024Q1,2024
PO01205,SUP010,SKU040,2024-09-13,2024-09-26,2024-09-28,3130,2990,7,170.76,534478.8,2.0,Delivered,0.9553,0.0023,1,0,2024-09,2024Q3,2024
PO01206,SUP010,SKU039,2024-07-23,2024-08-05,2024-08-04,2843,2732,23,352.57,1002356.51,0.0,Delivered,0.961,0.0084,0,0,2024-07,2024Q3,2024
PO01207,SUP010,SKU037,2023-07-16,2023-07-29,2023-07-30,2167,2062,0,125.09,271070.03,1.0,Partial,0.9515,0.0,1,0,2023-07,2023Q3,2023
PO01208,SUP010,SKU038,2024-08-04,2024-08-17,2024-08-19,4826,4704,53,260.65,1257896.9,2.0,Delivered,0.9747,0.0113,1,0,2024-08,2024Q3,2024
PO01209,SUP010,SKU032,2024-05-27,2024-06-09,2024-06-07,1629,1612,20,159.44,259727.76,0.0,Delivered,0.9896,0.0124,0,0,2024-05,2024Q2,2024
PO01210,SUP010,SKU036,2024-08-05,2024-08-18,2024-08-17,1326,1267,15,205.71,272771.46,0.0,Partial,0.9555,0.0118,0,0,2024-08,2024Q3,2024
PO01211,SUP010,SKU035,2023-01-24,2023-02-06,2023-02-05,3698,3643,63,369.67,1367039.66,0.0,Partial,0.9851,0.0173,0,0,2023-01,2023Q1,2023
PO01212,SUP010,SKU032,2023-03-18,2023-03-31,2023-03-29,4596,4437,48,159.44,732786.24,0.0,Delivered,0.9654,0.0108,0,0,2023-03,2023Q1,2023
PO01213,SUP010,SKU031,2024-08-19,2024-09-01,2024-08-31,745,708,2,263.69,196449.05,0.0,Delivered,0.9503,0.0028,0,0,2024-08,2024Q3,2024
PO01214,SUP010,SKU040,2023-05-23,2023-06-05,2023-06-04,1010,971,18,170.76,172467.6,0.0,Partial,0.9614,0.0185,0,0,2023-05,2023Q2,2023
PO01215,SUP010,SKU031,2023-02-06,2023-02-19,2023-02-23,1160,1153,2,263.69,305880.4,4.0,Delivered,0.994,0.0017,1,0,2023-02,2023Q1,2023
PO01216,SUP010,SKU034,2023-04-17,2023-04-30,2023-04-28,3369,3273,55,127.23,428637.87,0.0,Partial,0.9715,0.0168,0,0,2023-04,2023Q2,2023
PO01217,SUP010,SKU031,2023-01-22,2023-02-04,2023-02-06,4876,4780,65,263.69,1285752.44,2.0,Partial,0.9803,0.0136,1,0,2023-01,2023Q1,2023
PO01218,SUP010,SKU038,2024-07-19,2024-08-01,2024-07-31,1525,1481,4,260.65,397491.25,0.0,Delivered,0.9711,0.0027,0,0,2024-07,2024Q3,2024
PO01219,SUP010,SKU034,2023-05-01,2023-05-14,2023-05-13,3381,3244,3,127.23,430164.63,0.0,Delivered,0.9595,0.0009,0,0,2023-05,2023Q2,2023
PO01220,SUP010,SKU034,2023-04-05,2023-04-18,2023-04-16,4892,4786,1,127.23,622409.16,0.0,Delivered,0.9783,0.0002,0,0,2023-04,2023Q2,2023
PO01221,SUP010,SKU034,2023-02-28,2023-03-13,2023-03-13,2815,2680,35,127.23,358152.45,0.0,Partial,0.952,0.0131,0,0,2023-02,2023Q1,2023
PO01222,SUP010,SKU034,2023-10-27,2023-11-09,2023-11-07,1502,1476,27,127.23,191099.46,0.0,Partial,0.9827,0.0183,0,0,2023-10,2023Q4,2023
PO01223,SUP010,SKU035,2024-05-21,2024-06-03,2024-06-03,4133,4073,63,369.67,1527846.11,0.0,Delivered,0.9855,0.0155,0,0,2024-05,2024Q2,2024
PO01224,SUP010,SKU040,2024-10-31,2024-11-13,2024-11-12,4935,4812,86,170.76,842700.6,0.0,Partial,0.9751,0.0179,0,0,2024-10,2024Q4,2024
PO01225,SUP010,SKU036,2024-05-12,2024-05-25,2024-05-25,4767,4583,19,205.71,980619.57,0.0,Delivered,0.9614,0.0041,0,0,2024-05,2024Q2,2024
PO01226,SUP010,SKU035,2023-05-26,2023-06-08,2023-06-07,4217,4207,70,369.67,1558898.39,0.0,Partial,0.9976,0.0166,0,0,2023-05,2023Q2,2023
PO01227,SUP010,SKU037,2023-10-12,2023-10-25,2023-10-25,989,953,9,125.09,123714.01,0.0,Delivered,0.9636,0.0094,0,0,2023-10,2023Q4,2023
PO01228,SUP010,SKU031,2024-01-29,2024-02-11,2024-02-10,2010,1975,26,263.69,530016.9,0.0,Delivered,0.9826,0.0132,0,0,2024-01,2024Q1,2024
PO01229,SUP010,SKU040,2024-07-08,2024-07-21,2024-07-19,3254,3241,52,170.76,555653.04,0.0,Delivered,0.996,0.016,0,0,2024-07,2024Q3,2024
PO01230,SUP010,SKU031,2023-08-10,2023-08-23,2023-08-21,4055,4027,74,263.69,1069262.95,0.0,Delivered,0.9931,0.0184,0,0,2023-08,2023Q3,2023
PO01231,SUP010,SKU040,2023-04-22,2023-05-05,2023-05-03,2854,2833,26,170.76,487349.04,0.0,Delivered,0.9926,0.0092,0,0,2023-04,2023Q2,2023
PO01232,SUP010,SKU031,2024-08-04,2024-08-17,2024-08-16,4328,4272,11,263.69,1141250.32,0.0,Delivered,0.9871,0.0026,0,0,2024-08,2024Q3,2024
PO01233,SUP010,SKU031,2023-10-15,2023-10-28,2023-10-28,2547,2517,28,263.69,671618.43,0.0,Partial,0.9882,0.0111,0,0,2023-10,2023Q4,2023
PO01234,SUP010,SKU035,2024-09-22,2024-10-05,2024-10-04,601,574,3,369.67,222171.67,0.0,Delivered,0.9551,0.0052,0,0,2024-09,2024Q3,2024
PO01235,SUP010,SKU039,2023-07-03,2023-07-16,2023-07-17,4321,4112,52,352.57,1523454.97,1.0,Partial,0.9516,0.0126,1,0,2023-07,2023Q3,2023
PO01236,SUP010,SKU038,2023-08-12,2023-08-25,2023-08-25,2764,2749,52,260.65,720436.6,0.0,Delivered,0.9946,0.0189,0,0,2023-08,2023Q3,2023
PO01237,SUP010,SKU040,2023-07-04,2023-07-17,2023-07-16,4554,4355,12,170.76,777641.04,0.0,Delivered,0.9563,0.0028,0,0,2023-07,2023Q3,2023
